title,text,subject,date
Ivanka Trump says world should boost women in cutting-edge industries,"TOKYO (Reuters) - Ivanka Trump, U.S. President Donald Trumpâ€™s daughter and informal adviser, told a summit in Tokyo on Friday that the world must boost women and minority participation in the fields of science, technology, engineering and maths (STEM). Ivanka Trump, seen as an important influence on her father, has made womenâ€™s issues one of her signature policy areas since beginning her role at the White House. Her comments came ahead of her fatherâ€™s trip to Asia - his first since taking office in January - that begins in Japan on Sunday. â€œFemale and minority participation in STEM fields is moving in the wrong direction,â€ she said at the World Assembly for Women summit. â€œWe must create equal participation in these traditionally male-dominated sectors of our economy.â€  She said her fatherâ€™s tax reforms - unveiled by Republicans in the U.S. House of Representatives on Thursday - would benefit American families. â€œWe are seeking to simplify the tax code, lower rates, expand the child tax credit, eliminate the marriage penalty, and put more money back in the pockets of hard-working Americans,â€ she told a meeting room in a Tokyo hotel that had a number of empty seats. Japanese Prime Minister Shinzo Abe said his government was aiming to mobilize women in Japanâ€™s workforce and boost economic growth, launching policies such as improved childcare in his â€œWomenomicsâ€ program. â€œWeâ€™ve put our full strength into creating an environment where itâ€™s easy for women to work,â€ Abe said in an opening address to the conference. â€œI really feel that Japan has come a long way,â€ he said.  Japanâ€™s gender gap remains wide despite such efforts, with little progress made since Abe vowed at the United Nations in 2013 to create â€œa society where women can shineâ€. Japan ranked 114 out of 144 in the World Economic Forumâ€™s 2017 Global Gender Gap report - sandwiched between Guinea and Ethiopia and down 13 places since Abe took power. Abe appointed only two women to ministerial posts in a Cabinet reshuffle in August, down from three and five respectively in his previous two cabinets. Only 14 percent of Japanâ€™s lawmakers are women. Men also dominate decision-making in business in Japan. Only 3.7 percent of Japanese-listed company executives were women at the end of July, according to the Cabinet Office, barely changed from 3.4 percent a year earlier. (This version of the story corrects a typographical error in the summit title in paragraph 3) ",politicsNews,"November 3, 2017 "
"Republicans unveil tax cut bill, but the hard work awaits","WASHINGTON (Reuters) - U.S. House of Representatives Republicans unveiled long-delayed legislation on Thursday to deliver deep tax cuts that President Donald Trump has promised, setting off a frantic race in Congress to give him his first major legislative victory. The 429-page bill, representing what would be the largest overhaul of the U.S. tax system since the 1980s, called for slashing the corporate tax rate to 20 percent from 35 percent, cutting tax rates on individuals and families and ending certain tax breaks for companies and individuals. Congressional passage of this legislation that would affect nearly every U.S. company and family was far from certain, and some business groups quickly came out against it. Contentious provisions will test Republicans, who control the White House and both chambers of Congress but have been unable to deliver any major legislative achievements for Trump since the businessman-turned-politician became president in January. A number of provisions would hit taxpayers in Democratic-leaning states hardest, like rolling back deductions for state and local taxes and cutting in half the popular mortgage interest deduction.  The legislation, called the Tax Cuts and Jobs Act, produces new advantages for rich Americans through lowered corporate taxes, phasing out the estate tax and dumping the alternative minimum tax.  â€œThis is a very important and special moment for our country, for all Americans. Are we going to let the defenders of the status quo win and see our country continue down this downward spiral?â€ Republican House Speaker Paul Ryan asked, despite data showing about eight straight years of economic growth. Meeting with Ryan and other key House Republicans, Trump told the lawmakers he was counting on them to maintain the momentum for tax cuts, and repeated his request that Congress send him the legislation to sign into law by the U.S. Thanksgiving holiday on Nov. 23. That is an ambitious timetable for such a long, multi-faceted piece of legislation that will face a ferocious lobbying battle among business sectors affected by the bill and fierce opposition from many Democrats. Trump called the bill an â€œimportant stepâ€ toward tax relief for Americans, adding in a statement, â€œWe are just getting started, and there is much work left to do.â€ The bill presented by the tax-writing House Ways and Means Committee would consolidate the current number of tax brackets to four from seven: 12 percent, 25 percent, 35 percent and 39.6 percent. An earlier Republican tax outline had called for cutting the top rate for the highest earners to 35 percent. The National Association of Home Builders blasted the legislation, saying it would damage home prices and punish homeowners in urban areas.  â€œWeâ€™re concerned if enacted, this bill will throw us back into another housing recession,â€ Jerry Howard, the groupâ€™s president, said in an interview. The group said the provision in the bill capping the interest deduction for future home purchases at $500,000 - half the current amount - was unacceptable. Howard said 7 million homes are currently above $500,000 and in high-cost regions like Washington, D.C., New York City, California and Hawaii, the impact would be felt the most.  The bill would repeal the existing deduction for state and local income and sales taxes, and would cap the deduction for state and local property taxes at $10,000. Those provisions would most affect Americans in higher-tax states such as California, New York, New Jersey, Pennsylvania and Illinois. The National Federation of Independent Business, the influential small business lobby, also came out against the bill, while the U.S. Chamber of Commerce business lobby backed it. Ryan said the typical family of four would save $1,182 annually on taxes under the bill.  With Democrats solidly opposed to legislation they see as a giveaway to corporations and the rich that would expand the federal deficit, Republicans can ill afford to lose many in their own ranks as they aim to pass the bill in the coming weeks. â€œUltimately, what the American people really get from this tax plan is a huge bill for the debt incurred to pay for tax breaks that line the pockets of Donald Trump personally along with his billionaire buddies. Like a Trump University degree, it is phony,â€ said Democratic congressman Lloyd Doggett. The billâ€™s architects avoided one showdown by deciding not to make changes to the popular tax-deferred 401(k) retirement savings program. The bill would roughly double the standard deduction for individuals and families. But it would repeal a personal exemption of $4,050 that taxpayers can currently claim for themselves, their spouse and any dependents. The legislation would also phase out tax-exempt financing for sports stadiums and subject large private universities to 1.4-percent excise tax on investment income. It would also repeal a long standing prohibition on religious institutions being involved in political activities. The bill would create a new family tax credit and double exemptions for estate taxes on inherited assets, while also allowing small businesses to write off loan interest. The bill would cap the maximum tax rate on small businesses and other non-corporate enterprises at 25 percent, down from the present maximum rate on â€œpass-throughâ€ income of 39.6 percent. It would set standards for distinguishing between individual wage income and actual pass-through business income to prevent tax-avoidance abuse of the new, lower tax level. It would create a new 10-percent tax on U.S. companiesâ€™ high-profit foreign subsidiaries, calculated on a global basis, in a move to prevent companies from moving profits overseas. Foreign businesses operating in the United States would face a tax of up to 20 percent on payments they make overseas from their American operations. U.S. equities have rallied in 2017 to a series of record highs, partly on expectations of deep corporate tax cuts. Shares of U.S. homebuilders fell after the bill was released, with luxury homebuilders including Toll Brothers taking the biggest hit. As investors parsed its provisions, the Dow Jones Industrial Average was up modestly and the S&P 500 was down slightly. Investors cautioned the tax plan was preliminary and it was too soon to gauge the effect on specific industries. [nL2N1N81IG] The Ways and Means Committee will begin formal consideration of the bill next week before the full House can vote on it. It also must pass the Senate, where Republicans hold a slimmer 52-48 majority and earlier this year failed to garner enough votes to approve a major healthcare overhaul sought by Trump. ",politicsNews,"November 2, 2017 "
"At long last, ground broken for Eisenhower memorial in Washington"," (This version of the November 2nd story corrects amount to be raised to $25 million instead of $35 million in the last paragraph) By Ian Simpson WASHINGTON (Reuters) - Construction of the Dwight D. Eisenhower National Memorial kicked off symbolically on Thursday after years of opposition to the late U.S. presidentâ€™s $150 million monument by critics who balked at its cost and size. Gilded shovels flashed as lawmakers, architect Frank Gehry and Eisenhower family members turned a trough of earth at a ceremonial groundbreaking for the four-acre (1.6-hectare) memorial to the 34th president and World War Two Allied commander. â€œAt last, at last, weâ€™re building at last,â€ said Republican U.S. Senator Pat Roberts of Kansas, the head of the memorialâ€™s commission, as he held up the monumentâ€™s building permit. â€œLetâ€™s get the job done.â€  Dedication of the monument just off the National Mall and near the National Air and Space Museum is anticipated for May 8, 2019, the 75th anniversary of the surrender of Nazi Germany in World War Two. Congress approved the memorial in 1999, but opposition to Gehryâ€™s plans stalled it for years. Criticism focused on eight-story-high columns supporting a steel tapestry portraying the Kansas prairies where Eisenhower grew up. In 2014, a House of Representativesâ€™ committee report referred to the memorial as a â€œfive-star follyâ€ plagued by rising costs, construction delays and design flaws. The Republican presidentâ€™s family dropped its objections last year after Gehry reduced the size and changed the tapestryâ€™s image from Kansas farmland to Normandy beaches - the scene of the Alliesâ€™ 1944 D-Day invasion of France - to better reflect Eisenhowerâ€™s international stature. Susan Eisenhower, the presidentâ€™s granddaughter, on Thursday downplayed the hurdles the memorial had faced and noted that the one to President Franklin Roosevelt had taken 43 years from conception to its opening in 1997. â€œIâ€™d say weâ€™re way ahead of the timeline,â€ she said to laughter from onlookers, who included a handful of World War Two veterans. Gehryâ€™s plan got final approval from Washingtonâ€™s planning and arts commissions this fall, and the site will be known as Eisenhower Park. Some critics remain. â€œItâ€™s a national embarrassment that we are building a grandiose, inscrutable and ugly memorial that virtually no one likes,â€ Justin Shubow, president of the National Civic Art Society, said in an email. Congress, which had long refused to fund the project, allocated $45 million for construction in the current fiscal year.  Republican President Donald Trumpâ€™s administration is asking for another $40 million next year, and the memorialâ€™s commission also is halfway to its goal of raising $25 million in private funds.  ",politicsNews,"November 2, 2017 "
New Trump immigration efforts aim to stop child border crossers,"NEW YORK (Reuters) - Many of the immigration initiatives launched by the Trump administration in recent weeks target one kind of migrant: children. The measures are aimed at expelling young people already in the United States illegally and preventing new ones from crossing into the country.      Some of the policy shifts have generated headlines, including Trumpâ€™s decision in September to end the Deferred Action for Childhood Arrivals program, or DACA. That measure, put in place by former President Barack Obama in 2012, allowed nearly 800,000 young people brought to the United States illegally as children the ability to live, work and study in the country without fear of deportation.Â Â Â   Other proposals and actions have received far less attention. The Trump administration has recently intensified scrutiny of abused and neglected foreign minors applying to stay in the United States. It is seeking to restrict who qualifies for special protections granted to children crossing the border alone. And it is stepping up prosecutions of adults who paid smugglers to bring unaccompanied kids to the United States.  The White House also announced this fall it will end a program allowing Central American minors to apply for U.S. asylum while still living abroad. At the same time, the administration is exploring ways to scrap legal protections that limit how long and under what conditions children can be held in immigration detention centers. In response to questions about the changes in immigration policy focused on children, the White House said that relevant agencies were reviewing ways to help â€œlaw enforcement professionals to do their jobs and keep the country safe.â€ (For a graphic on Trump policies targeting young immigrants, see: tmsnrt.rs/2zaT2BK)   Trump came to office promising to crack down on immigration. That message grew stronger this week in the wake of a terrorist attack in New York by a 29-year-old immigrant awarded a green card through a visa lottery program the president has now vowed to end. Some of his messaging on child immigrants also reflects security concerns. In a speech in Long Island in July, Trump called out â€œalien minorsâ€ as responsible for gang-related killings in the United States.Â  â€œThese are animals,â€ he said of members of the notorious Central American gang MS-13. In addition, the administration says it wants to prevent children from undertaking perilous journeys to the United States and eliminate fraud from programs for young immigrants. â€œThe President wants to stop the incentives for vulnerable children to come here illegally,â€ Attorney General Jeff Sessions said in a speech in Texas in October. In another speech last month, he blamed â€œdirty immigration lawyersâ€ for encouraging clients to game the process. Some immigration advocates see the presidentâ€™s focus on young border crossers differently. Children are perceived sympathetically by the public and have more legal protections than other immigrants, giving authorities less flexibility to deport them, they say. It is â€œin the administrationâ€™s interest to paint unaccompanied children as gang bangers and not as asylum seekers fleeing violence and abuse,â€ said American Civil Liberties Union attorney Michael Tan. â€œThe administration wants the public to perceive these children as monsters and not people deserving of refuge.â€ President Trump is not the first president to try to crack down on minors crossing the border illegally. Obama prioritized the removal of young immigrants after the number of unaccompanied minors apprehended at the U.S.-Mexico border peaked at more than 68,000 in 2014, most of them from violence-torn Central America.   Trump campaigned on a promise to toughen enforcement further, saying Obamaâ€™s policies had failed. After he took office early in 2017, apprehensions of unaccompanied minors dropped sharply, to a low of just over 990 in April from more than 4,400 in January. But the number of arrests has begun rising again, with nearly 3,000 unaccompanied minors caught in August, according to government data.  One target of the administration is a legal agreement dating back to 1997 that bars the government from holding child immigrants for long periods.  The so-called Flores settlement addressed what advocates said were harsh conditions for kids held in immigration detention facilities. To settle a class-action lawsuit, the government agreed to release minors quickly to adult relatives or licensed childcare programs, or to put them in the â€œleast restrictiveâ€ setting possible if other options were not available. Faced with 2014 surge in illegal crossings, the Obama administration fought broad legal interpretations of the agreement in court to make it easier to detain families. The Trump White House now wants to scrap it altogether. An internal memo dated Sept. 8 written by the Department of Homeland Security (DHS) and reviewed by Reuters called the two-decade-old legal agreement â€œunworkable,â€ and presented four options to fight or end it. Among them: DHS could ask a federal court to dissolve the Flores deal, a move the memo acknowledged could prove difficult given past rulings that have bolstered the agreement. A DHS spokesperson said the agency would not comment on â€œinternal working documents.â€ The administration is focused not just on stopping illegal border crossings by children but also on limiting their ability to stay once they reach the United States. One of its targets is SIJS, or special immigrant juvenile status, a program for foreign minors who have been abused, abandoned or neglected.  To qualify, children have to prove their mistreatment in U.S. family court, after which they are protected from deportation and allowed to apply for green cards. SIJS applications ballooned following the 2014 surge in unaccompanied minors. The programâ€™s numbers hit 19,475 in the 2016 fiscal year, a more than 1,000 percent increase from 1,646 in fiscal year 2010. The White House and immigration hard-liners in Congress say lawyers have taken advantage of the program by using it for kids who are not in the kind of peril the statute was intended to address. Chief among their complaints is that children abandoned by one parent can apply for SIJS even if another parent is providing adequate care. The administration is already taking steps to limit the program. Immigration attorneys say government scrutiny of SIJS petitions has increased, slowing the approval process and leaving kids in limbo. Approvals from April to June totaled 1,862, down more than 50 percent from the previous three-month period, according to data from U.S. Citizenship and Immigration Services (USCIS).  USCIS acknowledged that it has stepped up scrutiny of petitions â€œto ensure that they meet criteria for approval.â€ But the agency stressed that the majority of applications are still approved.  From January through June of this year 5,671 SIJS petitions were approved while 403 applications were denied. Meanwhile pending applications are ballooning, totaling 22,745 through June, as new petitions grow.  The delays are creating confusion for young immigrants such as 20-year-old Drucilla. She says her mother neglected her after bringing her to the United States illegally from Jamaica when she was three years old following her fatherâ€™s murder. Drucilla eventually moved in with an aunt in New York and applied for SIJS last year in order to stay in the country. Drucilla, who asked only be identified by her first name, said she is nervous about the outcome of her case after U.S. officials recently requested additional documents to substantiate her claims. â€œGrowing up, nothing was ever in my control,â€ she said. â€œI have a lot of anxiety.â€ See how the administrationâ€™s actions affect people, communities, institutions and companies at The Trump Effect www.reuters.com/trump-effect ",politicsNews,"November 3, 2017 "
China says has made best effort on North Korea ahead of Trump visit,"BEIJING (Reuters) - A senior Chinese diplomat said on Friday China has made its best efforts to resolve issues on the Korean peninsula, ahead of U.S. President Donald Trumpâ€™s state visit to Beijing next week when he is expected to press China to do more on North Korea. Vice Foreign Minister Zheng Zeguang said the North Korean nuclear issue would be an important topic up for discussion at the meeting between Chinese President Xi Jinping and Trump. China firmly opposes conflict on the Korean peninsula and believes using force is not the correct way to resolve the issue, Zheng told reporters at a briefing in Beijing. China and the United States have a shared interest in peace and stability on the Korean peninsula, Zheng said. ",politicsNews,"November 3, 2017 "
"China says South China Sea not an issue between China, United States","BEIJING (Reuters) - The South China Sea was not an issue between China and the United States, and Washington is expected to make a positive contribution instead of stirring up trouble, Chinese Vice Foreign Minister Zheng Zeguang said on Friday. Zheng was speaking at a briefing about next weekâ€™s visit to China by U.S. President Donald Trump. ",politicsNews,"November 3, 2017 "
China says confident in economic relations with U.S. ahead of Trump visit,"BEIJING (Reuters) - China has confidence in its economic relations with the United States going forward and will continue to open up and provide broader market access, Vice Foreign Minister Zheng Zeguang said on Friday. Zheng was speaking at a briefing about next weekâ€™s visit to China by President Donald Trump. ",politicsNews,"November 3, 2017 "
Trump says ending chain migration will be part of a DACA deal: Fox interview,"WASHINGTON (Reuters) - U.S. President Donald Trump said on Thursday ending so-called chain migration, which allows legal immigrants to apply for relatives abroad to come to the United States, would be part of any legislation to help young immigrants brought to the country illegally as children. â€œYes it will be part of a DACA deal,â€ Trump said in an interview with Fox News Channel, referring to the Deferred Action for Childhood Arrivals program that benefits the young immigrants. Trump is ending the program in March 2018. â€œI donâ€™t think any Republican would vote for anything having to do with leaving chain migration. Chain migration is a disaster for this country and itâ€™s horrible,â€ he said, adding that funding for a wall on the border with Mexico would also be part of a DACA deal. ",politicsNews,"November 3, 2017 "
"With 'America First,' Trump mutes U.S. voice on human rights in Asia","WASHINGTON/PHNOM PENH (Reuters) - Just days after the killing of a prominent Cambodian government critic last year during a crackdown by the countryâ€™s longtime leader, President Barack Obama dispatched Washingtonâ€™s chief human rights envoy to Phnom Penh to attend the activistâ€™s funeral. In meetings with Cambodian authorities, then-Assistant Secretary of State Tom Malinowski warned the military not to intervene in the political turmoil or else crucial U.S. ties would suffer, sending a clear message that America stood behind the opposition. It was one example of the kind of high-level, rapid-response U.S. diplomacy that President Donald Trump has so far avoided in Cambodia even as the Southeast Asian nation â€“ together with many of its neighbors - has lurched increasingly away from the democratic path. As Trump prepares to depart on his first Asia tour, which will bring him face-to-face with a number of leaders with poor human rights records, his administration has been taking a more muted approach than his predecessor to such concerns, said current and former U.S. officials, rights activists and diplomats. In addition to the situation in Cambodia, they cite what they see as a slow, overly cautious response to Myanmarâ€™s Rohingya crisis, Trumpâ€™s failure toÂ publicly call out autocratic leaders he meets over rights abuses, an eagerness to engage with the Philippinesâ€™ controversial president, Rodrigo Duterte, and a less vocal approach to human rights in China.  National security adviser H.R. McMaster pushed back against the notion that Trump would downplay human rights on his Nov. 3-14 trip, saying he would speak out â€œabout the importance of promoting freedom and individual rights.â€ When asked why Trump condemns U.S. adversaries such as Syria and Venezuela on human rights grounds but not the Philippines, Turkey and Russia, McMaster told reporters on Thursday: â€œHow much does it help to yell about these problems? It hasnâ€™t really delivered in recent history anyway.â€ The dominant view within Trumpâ€™s White House is that under his â€œAmerica Firstâ€ world-view human rights concerns related to allies and strategically important countries should be managed gently to avoid impeding job-creating business deals or undercutting security efforts such as isolating North Korea, several Trump aides said. Soft-pedaling human rights may also help Washington avoid alienating countries in Southeast Asia that it wants to keep from moving further into Chinaâ€™s orbit, those aides said.  Beijing puts little pressure on its neighbors over such issues. This approach, however, has sown frustration among some U.S. diplomats who deal with human rights and disappointed dissidents in several countries, according to Reuters interviews with moreÂ than a dozen people involved in these matters in Washington and Asian capitals. The failure so far to fill several senior Asia and human rights posts at the State Department is a further handicap, they say. Obamaâ€™s former top Asia adviser, Evan Medeiros, is one of those critical of what he sees as the Trump administrationâ€™s lower-key approach to human rights. â€œItâ€™s a false dichotomy to say that somehow a focus on human rights detracts from American security or economic well-being,â€ he said. Even under Obama, however, there were some in the human rights community who at times found fault with U.S. actions.Â  While the Nobel Peace Prize laureate was praised for stressing human rights in Asia-Pacific trade negotiations, he faced criticism that he suspended sanctions on Myanmar prematurely and lifted a ban on the sale of lethal arms to Vietnam. â€œHe spoke eloquently and sometimes delivered,â€ said John Sifton, Asia advocacy director for Human Rights Watch. â€œBut he also didnâ€™t fully use the carrots and sticks of American power.â€ Though Trump has said little on human rights beyond condemning adversaries such as North Korea and Venezuela, United Nations envoy Nikki Haley has been one of the few top aides who have spoken out more broadly. She visited sub-Saharan Africa and pressed leaders to tackle political and humanitarian problems. Trump set the tone in Saudi Arabia in May when he told an audience that included monarchs and strongmen from the Muslim world: â€œWe are not here to lecture.â€ He has hosted several autocratic leaders - including Thai Prime Minister Prayuth Chan-ocha, who had been frozen out of White House visits since leading a 2014 military coup - but has steered clear of publicly criticizing their records on human rights. Such visits under Obama usually included addressing rights concerns, the Democratic presidentâ€™s former aides said. McMaster insisted that Trump preferred to deal with such issues â€œquietly in every relationship.â€ One closely watched meeting will be with Philippines President Rodrigo Duterte. Trump praised him in a phone call in April for a bloody anti-drugs campaign. An administration official told reporters human rights would be part of their â€œfrank and friendly discussions.â€ But the government in Manila has been feeling less heat from the Trump administration about extrajudicial killings linked to drugs crackdown, according to a foreign ministry official. â€œItâ€™s a very different White House under President Donald Trump, not like under President Barack Obama, who pushed human rights hard during his term,â€ the official told Reuters. â€œWe are not hearing this from the White House.â€   Another issue expected to be front and center is Myanmarâ€™s Rohingya crisis. Trumpâ€™s critics, including Democratic lawmakers, have chided the administration for what they have seen as a halting response. U.S. officials have been reluctant to label the situation as â€œethnic cleansingâ€ even though the United Nations has used the term. Myanmar rejects that accusation, saying  action was needed to combat terrorism. Two months after an outbreak of violence that sent more than half a million Rohingya Muslims fleeing into Bangladesh, Washington has now sent a senior delegation, announced a planned visit by Tillerson on Nov. 15, and is threatening modest sanctions. When Kem Ley, a popular Cambodian political commentator, was killed by a gunman in July 2016, Malinowski, the State Department official, flew to Phnom Penh just days later and met top aides to Prime Minister Hun Sen, who has ruled for more than three decades. Malinowskiâ€™s stern words helped give local diplomats leverage to press rights concerns behind the scenes, said one U.S. official involved in Southeast Asia diplomacy. This year Hun Sen has intensified his crackdown, including the arrest of opposition leader Kem Sokha, while also stepping up rhetoric against Washington.  The State Department has largely limited its response to statements of â€œdeep concern.â€ Cambodian government spokesman Phay Siphan said Cambodia had not felt pressure from Washington and Trump was clearly taking a different approach than Obama. â€œTheir tone is lighter. Before, they would bully,â€ said ruling party parliamentarian Sok Eysan. The change under Trump, he added, â€œmeans we are on the right path towards democracy,â€ an assertion that contradicts human rights advocates who say the political climate has deteriorated. In Vietnam, dissident Nguyen Quang A expressed pessimism about Trumpâ€™s visit. Nguyen, who was detained by authorities on his way to meet Obama during a visit last year, said: â€œI donâ€™t think Trump will talk about human rights. Just look at his words and actions.â€ The White House has not signaled that Trump plans to meet any dissidents during his Asia trip, something Obama frequently did in his foreign travels. There has been frustration among some U.S. diplomats in Beijing over perceptions that botched messaging from the United States signaled a retreat on human rights. But some U.S. officials said that behind the scenes the administration has been supportive of work in China on behalf of Chinese dissidents. A Beijing-based diplomat from another Western country said, however, that U.S. participation in meetings between Western allies to coordinate strategy on human rights was much reduced, for example, when it came to putting out joint statements on issues of concern. China has been â€œrelievedâ€ to see Trump giving human rights less weight, according to a Chinese diplomat in Washington. But Foreign Ministry spokeswoman Hua Chunying said: â€œAs for human rights, we are always willing to have constructive dialogue with countries of the world on the basis of mutual respect.â€ ",politicsNews,"November 2, 2017 "
U.S. draft U.N. resolution seeks extension of Syria chemical probe,"UNITED NATIONS (Reuters) - The United States has circulated a draft U.N. Security Council resolution that would extend by two years the mandate of an international inquiry into chemical weapons attacks in Syria, after Russia vetoed an extension last week. The U.S. draft, which was seen by Reuters on Thursday, says Syria must not develop or produce chemical weapons, and it calls on all parties in Syria to provide full cooperation with the international probe. The investigation by the United Nations and the Organization for the Prohibition of Chemical Weapons - known as the Joint Investigative Mechanism (JIM) - was unanimously created by the 15-member Security Council in 2015 and renewed in 2016 for another year. Its mandate is due to expire in mid-November. The JIM found that the Syrian government of Bashar al-Assad was to blame for a chemical attack on the opposition-held town of Khan Sheikhoun that killed dozens of people in April, according to a report sent to the Security Council on Oct. 26. Two days earlier, Russia vetoed a renewal of the JIM mandate after it was unsuccessful in getting the Security Council to postpone the vote. U.N. Ambassador Vassily Nebenzia said Russia wanted to discuss the Khan Sheikhoun report before the vote. Russia, whose air force and special forces have been supporting the Syrian army, says there is no evidence to show Damascus was responsible for the attack. It maintains that the chemicals that killed civilians belonged to rebels, not Assadâ€™s government. [nL8N1N86I0] On Wednesday, the United States admonished Russia for its veto. [nL2N1N805Y] â€œRussiaâ€™s attempts to undermine and eliminate the JIM show a callous disregard for the suffering and loss of life caused by the use of chemical weapons and an utter lack of respect for international norms,â€ the White House said in a statement.  Russian Foreign Minister Sergei Lavrov told U.S. Secretary of State Rex Tillerson by phone on Thursday it was unacceptable to politicize the work of chemical weapons inspectors in Syria, Russiaâ€™s foreign ministry said. [nL8N1MP0GI] A Russian draft resolution calls for a six-month extension of the inquiry, with the possibility of further extensions, and asks for investigators to collect environmental samples in connection with the Khan Sheikhoun probe, among other things. In their 14th report since 2011, U.N. investigators said in September they had documented 33 chemical weapons attacks to date. [nL8N1LN29P] Twenty-seven were by the Assad government, including seven between March 1 and July 7. Perpetrators had not been identified yet in six attacks, they said. The Assad government has repeatedly denied using chemical weapons. It said its strikes in Khan Sheikhoun hit a weapons depot belonging to rebel forces, an assertion â€œexcludedâ€ by U.N. Commission of Inquiry on Syria Chairman Paulo Pinheiro. That attack led U.S. President Donald Trump to launch the first U.S. air strikes on a Syrian air base. ",politicsNews,"November 3, 2017 "
"Factbox: What's in tax bill from Trump, House Republicans?","(Reuters) - Republicans in the U.S. House of Representatives on Thursday released details of a 429-page tax bill that calls for slashing taxes on corporations, along with many other changes affecting individuals, families and businesses. Based on publicly released documents and comments from Republican lawmakers, here are the billâ€™s main features, which are expected to change as the tax debate unfolds in weeks ahead.  * Permanently reduces the U.S. corporate income tax rate to 20 percent from a current statutory rate of 35 percent, a change that is in line with initial Republican proposals.  * Dramatically reshapes the tax system for U.S. multinational corporations. Worldwide taxation of their foreign profits would end. A territorial tax system exempting those foreign profits from the corporate tax would be imposed.  * Gives multinationals a tax break on $2.6 trillion in profits they have stashed offshore on a tax-exempt basis. The measure would require those profits to be brought into the United States, or repatriated, but not at the full 35-percent corporate tax rate that would normally be due. Instead, those profits would be taxed at only 12 percent for cash assets and 5 percent for illiquid assets. Repatriation tax due under the proposal would be payable over eight years. * Imposes a new 10-percent minimum tax on U.S. companiesâ€™ high-profit foreign units, calculated on a global basis, to discourage shifting profits abroad.  * Proposes a tax on foreign companies operating in the United States of up to 20 percent on payments made abroad from U.S. operations. Companies could lower those taxes by putting more operations in the U.S. tax system. * Repeals the 20 percent corporate alternative minimum tax.  â€˜PASS-THROUGHâ€™ BUSINESSES * Caps the maximum tax rate on small businesses and other non-corporate enterprises to 25 percent, down from the present maximum rate on â€œpass-throughâ€ income of 39.6 percent. * Sets standards for distinguishing between individual wage income and actual pass-through business income to prevent tax-avoidance abuse of the new, lower tax level. * Allows immediate and full expensing of capital investments by businesses. * Allows businesses to deduct interest costs up to 30 percent of taxable income. Exempts from this rule businesses with average gross receipts of $25 million or less. Certain public utilities and â€œreal property tradesâ€ are also exempted. * Preserves the research and development tax credit. * Phases out tax credits for solar, geothermal and wind power. * Consolidates three higher education tax credits into a single credit. * Ends tax-exempt bonds for professional sports stadiums. * Ends deductions for employee entertainment and recreation activities, as well as other fringe benefits. * Consolidates the number of tax brackets from seven to the following: zero tax on income up to $24,000; 12 percent up to $90,000; 25 percent up to $260,000; 35 percent up to $1 million; and 39.6 percent over $1 million. That top bracket is the same as the present level and was added to the bill after critics hammered Republicansâ€™ original proposal to cut the top rate. * Increases the standard deduction for taxpayers to $12,000 from $6,350 for individuals, and to $24,000 from $12,700 for married couples. * Repeals the $4,050 individual personal exemption. * Preserves the home mortgage interest deduction for existing mortgages, but reduces the amount of interest that taxpayers can deduct from their taxes on new mortgages, capping it at $500,000. The cap is now $1 million. * Caps the deduction for state and local property taxes at $10,000. Repeals the deduction for state and local income and sales taxes, a measure that hurts high-income tax states, such as New York, New Jersey and California. * Retains popular retirement savings programs including the 401(k) and IRA pension plans. * Expands the child tax credit to $1,600 from $1,000, and establishes a new $300 credit for each parent and non-child dependent. Also preserves the child and dependent care tax credit. * Preserves the earned income tax credit. * Preserves the deduction for charitable giving. * Changes higher education benefits, such as college tuition, with further details not immediately available. * Repeals the individual alternative minimum tax on high-income taxpayers. * Doubles the exemption from the estate tax on inherited assets and repeals the tax over six years. * Adds $1.51 trillion to the federal budget deficit over a decade. The deficit is now about $700 billion a year. The national debt now exceeds $20 trillion. ",politicsNews,"November 2, 2017 "
